2.0000000000, 6.0000000000
2.0000000000, 8.0000000000
2.0000000000, 10.0000000000
2.0000000000, 12.0000000000
2.0000000000, 14.0000000000
2.0000000000, 192.0000000000
4.0000000000, 4.0000000000
4.0000000000, 12.0000000000
4.0000000000, 188.0000000000
4.0000000000, 190.0000000000
6.0000000000, 4.0000000000
6.0000000000, 12.0000000000
6.0000000000, 192.0000000000
8.0000000000, 2.0000000000
8.0000000000, 4.0000000000
8.0000000000, 8.0000000000
8.0000000000, 10.0000000000
8.0000000000, 194.0000000000
8.0000000000, 198.0000000000
10.0000000000, 4.0000000000
10.0000000000, 12.0000000000
12.0000000000, 4.0000000000
16.0000000000, 26.0000000000
18.0000000000, 28.0000000000
20.0000000000, 30.0000000000
24.0000000000, 32.0000000000
26.0000000000, 30.0000000000
26.0000000000, 32.0000000000
28.0000000000, 28.0000000000
30.0000000000, 28.0000000000
32.0000000000, 32.0000000000
32.0000000000, 70.0000000000
32.0000000000, 72.0000000000
32.0000000000, 74.0000000000
32.0000000000, 76.0000000000
32.0000000000, 78.0000000000
34.0000000000, 28.0000000000
34.0000000000, 34.0000000000
34.0000000000, 68.0000000000
34.0000000000, 76.0000000000
36.0000000000, 28.0000000000
36.0000000000, 30.0000000000
36.0000000000, 32.0000000000
36.0000000000, 36.0000000000
36.0000000000, 68.0000000000
36.0000000000, 76.0000000000
38.0000000000, 26.0000000000
38.0000000000, 66.0000000000
38.0000000000, 68.0000000000
38.0000000000, 72.0000000000
38.0000000000, 74.0000000000
40.0000000000, 38.0000000000
40.0000000000, 68.0000000000
40.0000000000, 76.0000000000
40.0000000000, 176.0000000000
42.0000000000, 36.0000000000
42.0000000000, 38.0000000000
42.0000000000, 68.0000000000
44.0000000000, 34.0000000000
44.0000000000, 122.0000000000
44.0000000000, 178.0000000000
46.0000000000, 34.0000000000
46.0000000000, 118.0000000000
46.0000000000, 178.0000000000
48.0000000000, 118.0000000000
48.0000000000, 120.0000000000
48.0000000000, 174.0000000000
48.0000000000, 176.0000000000
48.0000000000, 180.0000000000
48.0000000000, 184.0000000000
50.0000000000, 34.0000000000
50.0000000000, 116.0000000000
50.0000000000, 122.0000000000
50.0000000000, 126.0000000000
52.0000000000, 34.0000000000
52.0000000000, 36.0000000000
52.0000000000, 38.0000000000
52.0000000000, 114.0000000000
52.0000000000, 124.0000000000
52.0000000000, 176.0000000000
54.0000000000, 10.0000000000
54.0000000000, 32.0000000000
54.0000000000, 106.0000000000
54.0000000000, 110.0000000000
54.0000000000, 116.0000000000
54.0000000000, 122.0000000000
54.0000000000, 126.0000000000
54.0000000000, 130.0000000000
54.0000000000, 134.0000000000
54.0000000000, 136.0000000000
54.0000000000, 176.0000000000
56.0000000000, 10.0000000000
56.0000000000, 116.0000000000
56.0000000000, 118.0000000000
56.0000000000, 172.0000000000
56.0000000000, 174.0000000000
56.0000000000, 178.0000000000
56.0000000000, 182.0000000000
58.0000000000, 10.0000000000
58.0000000000, 120.0000000000
58.0000000000, 124.0000000000
60.0000000000, 6.0000000000
60.0000000000, 8.0000000000
60.0000000000, 122.0000000000
60.0000000000, 174.0000000000
62.0000000000, 10.0000000000
62.0000000000, 120.0000000000
62.0000000000, 124.0000000000
62.0000000000, 174.0000000000
64.0000000000, 170.0000000000
64.0000000000, 172.0000000000
64.0000000000, 176.0000000000
64.0000000000, 180.0000000000
68.0000000000, 8.0000000000
68.0000000000, 10.0000000000
68.0000000000, 12.0000000000
68.0000000000, 14.0000000000
68.0000000000, 16.0000000000
68.0000000000, 172.0000000000
70.0000000000, 6.0000000000
70.0000000000, 14.0000000000
70.0000000000, 172.0000000000
72.0000000000, 6.0000000000
72.0000000000, 14.0000000000
74.0000000000, 4.0000000000
74.0000000000, 6.0000000000
74.0000000000, 10.0000000000
74.0000000000, 12.0000000000
76.0000000000, 6.0000000000
76.0000000000, 14.0000000000
78.0000000000, 6.0000000000
100.0000000000, 22.0000000000
100.0000000000, 36.0000000000
102.0000000000, 30.0000000000
102.0000000000, 130.0000000000
102.0000000000, 180.0000000000
106.0000000000, 36.0000000000
106.0000000000, 90.0000000000
106.0000000000, 138.0000000000
106.0000000000, 188.0000000000
108.0000000000, 90.0000000000
108.0000000000, 94.0000000000
108.0000000000, 96.0000000000
108.0000000000, 142.0000000000
108.0000000000, 192.0000000000
110.0000000000, 90.0000000000
110.0000000000, 96.0000000000
112.0000000000, 86.0000000000
112.0000000000, 88.0000000000
112.0000000000, 94.0000000000
112.0000000000, 148.0000000000
112.0000000000, 198.0000000000
114.0000000000, 28.0000000000
114.0000000000, 90.0000000000
114.0000000000, 92.0000000000
116.0000000000, 90.0000000000
116.0000000000, 92.0000000000
116.0000000000, 94.0000000000
116.0000000000, 140.0000000000
116.0000000000, 190.0000000000
118.0000000000, 32.0000000000
118.0000000000, 134.0000000000
118.0000000000, 184.0000000000
120.0000000000, 128.0000000000
120.0000000000, 178.0000000000
122.0000000000, 124.0000000000
122.0000000000, 128.0000000000
122.0000000000, 174.0000000000
122.0000000000, 178.0000000000
124.0000000000, 122.0000000000
