1.00, 3.00
1.00, 4.00
1.00, 5.00
1.00, 6.00
1.00, 7.00
1.00, 8.00
1.00, 70.00
1.00, 88.00
1.00, 93.00
1.00, 96.00
2.00, 2.00
2.00, 5.00
2.00, 6.00
2.00, 22.00
2.00, 94.00
2.00, 95.00
2.00, 97.00
3.00, 2.00
3.00, 6.00
3.00, 13.00
3.00, 48.00
3.00, 93.00
3.00, 96.00
4.00, 1.00
4.00, 2.00
4.00, 4.00
4.00, 5.00
4.00, 12.00
4.00, 69.00
4.00, 97.00
4.00, 99.00
4.00, 100.00
5.00, 2.00
5.00, 6.00
5.00, 17.00
5.00, 39.00
6.00, 2.00
6.00, 60.00
6.00, 94.00
7.00, 50.00
7.00, 83.00
8.00, 13.00
8.00, 66.00
8.00, 78.00
9.00, 14.00
9.00, 16.00
9.00, 88.00
9.00, 91.00
10.00, 15.00
10.00, 26.00
10.00, 29.00
10.00, 55.00
11.00, 39.00
11.00, 60.00
11.00, 65.00
11.00, 72.00
11.00, 86.00
12.00, 16.00
12.00, 17.00
12.00, 66.00
12.00, 97.00
13.00, 3.00
13.00, 12.00
13.00, 15.00
13.00, 16.00
13.00, 34.00
13.00, 55.00
14.00, 14.00
14.00, 73.00
15.00, 14.00
15.00, 28.00
16.00, 16.00
16.00, 35.00
16.00, 36.00
16.00, 37.00
16.00, 38.00
16.00, 39.00
16.00, 41.00
16.00, 55.00
17.00, 14.00
17.00, 17.00
17.00, 34.00
17.00, 38.00
18.00, 8.00
18.00, 14.00
18.00, 15.00
18.00, 16.00
18.00, 18.00
18.00, 34.00
18.00, 38.00
18.00, 46.00
18.00, 53.00
18.00, 77.00
19.00, 13.00
19.00, 33.00
19.00, 34.00
19.00, 36.00
19.00, 37.00
19.00, 49.00
19.00, 58.00
19.00, 87.00
19.00, 99.00
20.00, 19.00
20.00, 34.00
20.00, 38.00
20.00, 53.00
20.00, 68.00
20.00, 88.00
21.00, 18.00
21.00, 19.00
21.00, 24.00
21.00, 34.00
21.00, 80.00
22.00, 17.00
22.00, 61.00
22.00, 68.00
22.00, 89.00
22.00, 91.00
22.00, 93.00
22.00, 100.00
23.00, 17.00
23.00, 26.00
23.00, 58.00
23.00, 59.00
23.00, 89.00
24.00, 26.00
24.00, 59.00
24.00, 60.00
24.00, 87.00
24.00, 88.00
24.00, 90.00
24.00, 92.00
25.00, 4.00
25.00, 17.00
25.00, 58.00
25.00, 61.00
25.00, 63.00
26.00, 17.00
26.00, 18.00
26.00, 19.00
26.00, 23.00
26.00, 47.00
26.00, 57.00
26.00, 61.00
26.00, 62.00
26.00, 88.00
27.00, 5.00
27.00, 16.00
27.00, 53.00
27.00, 55.00
27.00, 58.00
27.00, 61.00
27.00, 63.00
27.00, 65.00
27.00, 67.00
27.00, 68.00
27.00, 88.00
28.00, 5.00
28.00, 58.00
28.00, 59.00
28.00, 86.00
28.00, 87.00
28.00, 89.00
28.00, 91.00
28.00, 97.00
29.00, 5.00
29.00, 56.00
29.00, 60.00
29.00, 62.00
30.00, 3.00
30.00, 4.00
30.00, 20.00
30.00, 39.00
30.00, 44.00
30.00, 61.00
30.00, 87.00
31.00, 5.00
31.00, 6.00
31.00, 13.00
31.00, 15.00
31.00, 33.00
31.00, 48.00
31.00, 53.00
31.00, 60.00
31.00, 62.00
31.00, 65.00
31.00, 87.00
32.00, 26.00
32.00, 27.00
32.00, 85.00
32.00, 86.00
32.00, 88.00
32.00, 90.00
34.00, 4.00
34.00, 5.00
34.00, 6.00
34.00, 7.00
34.00, 8.00
34.00, 41.00
34.00, 43.00
34.00, 86.00
35.00, 3.00
35.00, 7.00
35.00, 24.00
35.00, 31.00
35.00, 43.00
35.00, 68.00
35.00, 72.00
35.00, 86.00
35.00, 90.00
36.00, 3.00
36.00, 7.00
36.00, 53.00
37.00, 1.00
37.00, 2.00
37.00, 3.00
37.00, 5.00
37.00, 6.00
37.00, 57.00
37.00, 65.00
37.00, 88.00
37.00, 92.00
38.00, 3.00
38.00, 7.00
38.00, 22.00
38.00, 27.00
38.00, 46.00
38.00, 68.00
39.00, 3.00
39.00, 62.00
40.00, 70.00
40.00, 98.00
41.00, 6.00
41.00, 37.00
41.00, 65.00
41.00, 71.00
42.00, 15.00
42.00, 22.00
42.00, 38.00
42.00, 99.00
43.00, 28.00
43.00, 92.00
44.00, 21.00
44.00, 30.00
44.00, 35.00
44.00, 93.00
45.00, 33.00
45.00, 39.00
45.00, 42.00
46.00, 27.00
46.00, 42.00
46.00, 89.00
47.00, 84.00
47.00, 86.00
