1.00, 3.00
1.00, 4.00
1.00, 6.00
1.00, 7.00
1.00, 8.00
1.00, 106.00
2.00, 2.00
2.00, 7.00
2.00, 103.00
2.00, 105.00
3.00, 2.00
3.00, 7.00
3.00, 106.00
4.00, 1.00
4.00, 2.00
4.00, 4.00
4.00, 6.00
4.00, 106.00
4.00, 109.00
6.00, 2.00
6.00, 7.00
7.00, 2.00
9.00, 14.00
10.00, 15.00
11.00, 16.00
13.00, 18.00
14.00, 16.00
14.00, 18.00
15.00, 15.00
16.00, 15.00
17.00, 38.00
17.00, 39.00
17.00, 41.00
17.00, 42.00
17.00, 43.00
18.00, 17.00
18.00, 37.00
18.00, 42.00
19.00, 15.00
19.00, 18.00
19.00, 37.00
19.00, 42.00
20.00, 15.00
20.00, 16.00
20.00, 18.00
20.00, 19.00
20.00, 36.00
20.00, 37.00
20.00, 39.00
20.00, 41.00
21.00, 14.00
22.00, 21.00
22.00, 37.00
22.00, 42.00
22.00, 97.00
23.00, 19.00
23.00, 21.00
23.00, 37.00
24.00, 18.00
24.00, 67.00
24.00, 98.00
25.00, 18.00
25.00, 65.00
25.00, 98.00
26.00, 65.00
26.00, 66.00
26.00, 96.00
26.00, 97.00
26.00, 99.00
26.00, 101.00
28.00, 18.00
28.00, 64.00
28.00, 67.00
28.00, 69.00
28.00, 97.00
29.00, 18.00
29.00, 19.00
29.00, 21.00
29.00, 64.00
29.00, 68.00
29.00, 97.00
30.00, 6.00
30.00, 17.00
30.00, 58.00
30.00, 60.00
30.00, 64.00
30.00, 65.00
30.00, 67.00
30.00, 69.00
30.00, 72.00
30.00, 74.00
30.00, 75.00
30.00, 95.00
30.00, 96.00
30.00, 98.00
30.00, 100.00
31.00, 6.00
31.00, 64.00
32.00, 6.00
32.00, 66.00
32.00, 68.00
32.00, 96.00
33.00, 3.00
33.00, 5.00
33.00, 67.00
33.00, 96.00
34.00, 66.00
34.00, 68.00
34.00, 94.00
34.00, 95.00
34.00, 97.00
34.00, 99.00
35.00, 6.00
36.00, 95.00
37.00, 4.00
37.00, 5.00
37.00, 7.00
37.00, 8.00
37.00, 9.00
37.00, 95.00
38.00, 3.00
38.00, 8.00
39.00, 3.00
39.00, 8.00
40.00, 2.00
40.00, 3.00
40.00, 5.00
40.00, 7.00
42.00, 3.00
42.00, 8.00
43.00, 3.00
44.00, 11.00
44.00, 19.00
45.00, 15.00
47.00, 19.00
52.00, 14.00
54.00, 16.00
56.00, 72.00
56.00, 100.00
58.00, 15.00
58.00, 50.00
58.00, 76.00
58.00, 104.00
59.00, 50.00
59.00, 52.00
59.00, 53.00
59.00, 78.00
59.00, 106.00
60.00, 50.00
60.00, 53.00
61.00, 47.00
61.00, 49.00
62.00, 52.00
62.00, 81.00
62.00, 109.00
63.00, 50.00
63.00, 51.00
64.00, 50.00
64.00, 51.00
64.00, 52.00
64.00, 77.00
64.00, 105.00
65.00, 74.00
65.00, 102.00
66.00, 70.00
66.00, 98.00
67.00, 68.00
67.00, 70.00
67.00, 96.00
67.00, 98.00
68.00, 67.00
68.00, 95.00
69.00, 70.00
69.00, 98.00
72.00, 72.00
72.00, 100.00
73.00, 69.00
73.00, 97.00
74.00, 74.00
74.00, 102.00
75.00, 72.00
75.00, 100.00
76.00, 38.00
77.00, 36.00
77.00, 75.00
77.00, 103.00
78.00, 36.00
78.00, 37.00
80.00, 11.00
80.00, 19.00
80.00, 35.00
80.00, 38.00
80.00, 40.00
81.00, 15.00
81.00, 35.00
81.00, 39.00
82.00, 29.00
82.00, 31.00
82.00, 35.00
82.00, 36.00
82.00, 38.00
82.00, 40.00
82.00, 43.00
82.00, 45.00
82.00, 46.00
83.00, 19.00
83.00, 35.00
84.00, 37.00
84.00, 39.00
85.00, 38.00
85.00, 67.00
86.00, 37.00
86.00, 39.00
86.00, 68.00
87.00, 69.00
88.00, 14.00
89.00, 71.00
90.00, 16.00
90.00, 69.00
90.00, 71.00
91.00, 68.00
92.00, 68.00
94.00, 15.00
95.00, 68.00
96.00, 68.00
96.00, 69.00
96.00, 71.00
97.00, 67.00
103.00, 4.00
103.00, 106.00
104.00, 4.00
104.00, 106.00
104.00, 108.00
104.00, 109.00
105.00, 4.00
105.00, 106.00
105.00, 109.00
106.00, 1.00
106.00, 3.00
106.00, 103.00
106.00, 105.00
107.00, 4.00
107.00, 108.00
108.00, 4.00
108.00, 7.00
108.00, 106.00
108.00, 107.00
109.00, 106.00
109.00, 107.00
109.00, 108.00
