1.00, 3.00
1.00, 4.00
1.00, 5.00
1.00, 6.00
1.00, 7.00
2.00, 2.00
2.00, 6.00
3.00, 2.00
3.00, 6.00
4.00, 1.00
4.00, 2.00
4.00, 4.00
4.00, 5.00
5.00, 2.00
5.00, 6.00
6.00, 2.00
8.00, 13.00
9.00, 14.00
10.00, 15.00
12.00, 16.00
13.00, 15.00
13.00, 16.00
14.00, 14.00
15.00, 14.00
16.00, 16.00
16.00, 35.00
16.00, 36.00
16.00, 37.00
16.00, 38.00
16.00, 39.00
17.00, 14.00
17.00, 17.00
17.00, 34.00
17.00, 38.00
18.00, 14.00
18.00, 15.00
18.00, 16.00
18.00, 18.00
18.00, 34.00
18.00, 38.00
19.00, 13.00
19.00, 33.00
19.00, 34.00
19.00, 36.00
19.00, 37.00
20.00, 19.00
20.00, 34.00
20.00, 38.00
21.00, 18.00
21.00, 19.00
21.00, 34.00
22.00, 17.00
23.00, 17.00
25.00, 17.00
26.00, 17.00
26.00, 18.00
26.00, 19.00
27.00, 5.00
27.00, 16.00
28.00, 5.00
29.00, 5.00
30.00, 3.00
30.00, 4.00
31.00, 5.00
34.00, 4.00
34.00, 5.00
34.00, 6.00
34.00, 7.00
34.00, 8.00
35.00, 3.00
35.00, 7.00
36.00, 3.00
36.00, 7.00
37.00, 2.00
37.00, 3.00
37.00, 5.00
37.00, 6.00
38.00, 3.00
38.00, 7.00
39.00, 3.00
